<6>[   89.941114] [udroid] 0/0/0, 14529203758	 8 3	 1 1	 179 28	 26445768	 Icing-Worker-0
<6>[   89.945784] [udroid] 0/0/0, 14529203758	 8 3	 1 1	 179 28	 188928408	 Icing-Worker-0
<6>[   89.946761] [udroid] 0/0/0, 14529203758	 8 3	 1 1	 179 28	 188928488	 Icing-Worker-0
<6>[   89.951573] [udroid] 0/0/0, 14529203758	 8 3	 0 0	 179 28	 188927928	 Icing-Worker-0
<6>[   89.952634] [udroid] 0/0/0, 14529203758	 8 3	 1 1	 179 28	 188928008	 Icing-Worker-0
<6>[   89.954162] [udroid] 0/0/0, 14529203758	 8 3	 0 0	 179 28	 188928568	 Icing-Worker-0
<6>[   89.955607] [udroid] 0/0/0, 14529203758	 8 3	 1 1	 179 28	 26445848	 Icing-Worker-0
<6>[   90.441527] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34180488	 default_queuedm
<6>[   90.441634] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 26304568	 default_queuedm
<6>[   90.441727] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 26304648	 default_queuedm
<6>[   90.449941] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34180488	 default_queuedm
<6>[   90.450994] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 26304328	 default_queuedm
<6>[   90.451092] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 26304728	 default_queuedm
<6>[   90.452782] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34180488	 default_queuedm
<6>[   90.465543] [udroid] 0/0/0, 14529203759	 7 0	 0 0	 179 28	 188878568	 SharedPreferenc
<6>[   90.468683] [udroid] 0/0/0, 14529203759	 7 3	 1 0	 179 28	 188928888	 IntentService[R
<6>[   90.480193] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34153688	 IntentService[R
<6>[   90.480300] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34154008	 IntentService[R
<6>[   90.480395] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34154088	 IntentService[R
<6>[   90.480486] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188872488	 IntentService[R
<6>[   90.488822] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34153688	 IntentService[R
<6>[   90.489933] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34153768	 IntentService[R
<6>[   90.490034] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 6607528	 IntentService[R
<6>[   90.490092] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 6607608	 IntentService[R
<6>[   90.492402] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34153688	 IntentService[R
<6>[   90.571505] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188833368	 pool-15-thread-
<6>[   90.571576] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34168168	 pool-15-thread-
<6>[   90.571667] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34168248	 pool-15-thread-
<6>[   90.576721] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188833368	 pool-15-thread-
<6>[   90.577702] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34167928	 pool-15-thread-
<6>[   90.577799] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34124648	 pool-15-thread-
<6>[   90.579548] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188833368	 pool-15-thread-
<6>[   90.585875] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188833368	 pool-15-thread-
<6>[   90.585978] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34168168	 pool-15-thread-
<6>[   90.586073] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34168248	 pool-15-thread-
<6>[   90.591472] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188833368	 pool-15-thread-
<6>[   90.592672] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34167928	 pool-15-thread-
<6>[   90.592841] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34124648	 pool-15-thread-
<6>[   90.594675] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188833368	 pool-15-thread-
<6>[   90.614384] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199334728	 libraries-threa
<6>[   90.614550] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188834488	 libraries-threa
<6>[   90.614699] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188834568	 libraries-threa
<6>[   90.614791] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188872408	 libraries-threa
<6>[   90.621635] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199334728	 libraries-threa
<6>[   90.622724] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34127368	 libraries-threa
<6>[   90.622828] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 199335128	 libraries-threa
<6>[   90.622974] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 199335208	 libraries-threa
<6>[   90.625210] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199334728	 libraries-threa
<6>[   90.821259] [udroid] 0/0/0, 14529203759	 6 0	 0 0	 179 28	 39871240	 default_queuedm
<6>[   90.853156] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34180488	 default_queuedm
<6>[   90.853526] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 26304568	 default_queuedm
<6>[   90.853693] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 26304648	 default_queuedm
<6>[   90.860727] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34180488	 default_queuedm
<6>[   90.861966] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 26304328	 default_queuedm
<6>[   90.862130] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 26304728	 default_queuedm
<6>[   90.864025] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34180488	 default_queuedm
<6>[   90.871487] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34153688	 IntentService[R
<6>[   90.871893] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34154008	 IntentService[R
<6>[   90.871956] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34154088	 IntentService[R
<6>[   90.872048] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188872488	 IntentService[R
<6>[   90.873112] [udroid] 0/0/0, 14529203759	 7 3	 1 0	 179 28	 188928968	 pool-1-thread-1
<6>[   90.882122] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34153688	 IntentService[R
<6>[   90.883192] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34153768	 IntentService[R
<6>[   90.883295] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 6607528	 IntentService[R
<6>[   90.883387] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 6607608	 IntentService[R
<6>[   90.885231] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 34153688	 IntentService[R
<6>[   90.969286] [udroid] 0/0/0, 14529203759	 6 0	 0 0	 179 28	 291496128	 Icing-Worker-0
<6>[   91.035757] [udroid] 0/0/0, 14529203759	 4 3	 1 1	 179 28	 188929048	 ContactsProvide
<6>[   91.043237] [udroid] 0/0/0, 14529203759	 7 3	 1 0	 179 28	 26445928	 IntentService[G
<6>[   91.100129] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199334728	 libraries-threa
<6>[   91.100235] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188834488	 libraries-threa
<6>[   91.100293] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188834568	 libraries-threa
<6>[   91.100386] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188872408	 libraries-threa
<6>[   91.107838] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199334728	 libraries-threa
<6>[   91.110953] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34127368	 libraries-threa
<6>[   91.111021] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 199335128	 libraries-threa
<6>[   91.111113] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 199335208	 libraries-threa
<6>[   91.113438] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199334728	 libraries-threa
<6>[   91.142741] [udroid] 0/0/0, 14529203759	 7 3	 1 0	 179 28	 26446008	 Icing-Worker-0
<6>[   91.181659] [udroid] 0/0/0, 14529203759	 7 3	 1 0	 179 28	 188929128	 Icing-Worker-0
<6>[   91.238322] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199335528	 IntentService[U
<6>[   91.238436] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188835048	 IntentService[U
<6>[   91.238591] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 188835128	 IntentService[U
<6>[   91.238739] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199339608	 IntentService[U
<6>[   91.238834] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199339688	 IntentService[U
<6>[   91.238980] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199339768	 IntentService[U
<6>[   91.252345] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199335528	 IntentService[U
<6>[   91.253586] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 199335848	 IntentService[U
<6>[   91.253695] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34169368	 IntentService[U
<6>[   91.253853] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34169848	 IntentService[U
<6>[   91.254001] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 34169928	 IntentService[U
<6>[   91.254098] [udroid] 0/0/0, 14529203759	 0 3	 1 1	 179 28	 199340008	 IntentService[U
<6>[   91.257976] [udroid] 0/0/0, 14529203759	 1 3	 1 1	 179 28	 199335528	 IntentService[U
<6>[   91.490635] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488408	 flush-179:0
<6>[   91.490698] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488488	 flush-179:0
<6>[   91.490784] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488568	 flush-179:0
<6>[   91.490870] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488648	 flush-179:0
<6>[   91.490923] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488728	 flush-179:0
<6>[   91.491010] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488808	 flush-179:0
<6>[   91.491098] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488888	 flush-179:0
<6>[   91.491152] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26488968	 flush-179:0
<6>[   91.491240] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489048	 flush-179:0
<6>[   91.491293] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489128	 flush-179:0
<6>[   91.491379] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489208	 flush-179:0
<6>[   91.491466] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489288	 flush-179:0
<6>[   91.491519] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489368	 flush-179:0
<6>[   91.492391] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489448	 flush-179:0
<6>[   91.492612] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489528	 flush-179:0
<6>[   91.492666] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489608	 flush-179:0
<6>[   91.492880] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489688	 flush-179:0
<6>[   91.492968] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489768	 flush-179:0
<6>[   91.493020] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489848	 flush-179:0
<6>[   91.493236] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26489928	 flush-179:0
<6>[   91.493324] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490008	 flush-179:0
<6>[   91.493377] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490088	 flush-179:0
<6>[   91.493600] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490168	 flush-179:0
<6>[   91.493687] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490248	 flush-179:0
<6>[   91.493880] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490328	 flush-179:0
<6>[   91.493969] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490408	 flush-179:0
<6>[   91.494055] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490488	 flush-179:0
<6>[   91.494234] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490568	 flush-179:0
<6>[   91.494326] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490648	 flush-179:0
<6>[   91.494379] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490728	 flush-179:0
<6>[   91.494592] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490808	 flush-179:0
<6>[   91.494679] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490888	 flush-179:0
<6>[   91.494732] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26490968	 flush-179:0
<6>[   91.495073] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491048	 flush-179:0
<6>[   91.495162] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491128	 flush-179:0
<6>[   91.495215] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491208	 flush-179:0
<6>[   91.495301] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491288	 flush-179:0
<6>[   91.495388] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491368	 flush-179:0
<6>[   91.495442] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491448	 flush-179:0
<6>[   91.495761] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491528	 flush-179:0
<6>[   91.495852] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491608	 flush-179:0
<6>[   91.496127] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491688	 flush-179:0
<6>[   91.496271] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491768	 flush-179:0
<6>[   91.496360] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491848	 flush-179:0
<6>[   91.496413] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26491928	 flush-179:0
<6>[   91.496500] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492008	 flush-179:0
<6>[   91.496552] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492088	 flush-179:0
<6>[   91.496639] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492168	 flush-179:0
<6>[   91.496724] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492248	 flush-179:0
<6>[   91.496777] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492328	 flush-179:0
<6>[   91.496865] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492408	 flush-179:0
<6>[   91.496952] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492488	 flush-179:0
<6>[   91.497005] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492568	 flush-179:0
<6>[   91.497091] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492648	 flush-179:0
<6>[   91.497178] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492728	 flush-179:0
<6>[   91.497231] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492808	 flush-179:0
<6>[   91.497322] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492888	 flush-179:0
<6>[   91.497410] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26492968	 flush-179:0
<6>[   91.497463] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493048	 flush-179:0
<6>[   91.497550] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493128	 flush-179:0
<6>[   91.497638] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493208	 flush-179:0
<6>[   91.497691] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493288	 flush-179:0
<6>[   91.497778] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493368	 flush-179:0
<6>[   91.497865] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493448	 flush-179:0
<6>[   91.497918] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493528	 flush-179:0
<6>[   91.498004] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493608	 flush-179:0
<6>[   91.498057] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493688	 flush-179:0
<6>[   91.498144] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493768	 flush-179:0
<6>[   91.498231] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493848	 flush-179:0
<6>[   91.498283] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26493928	 flush-179:0
<6>[   91.498374] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494008	 flush-179:0
<6>[   91.498460] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494088	 flush-179:0
<6>[   91.498515] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494168	 flush-179:0
<6>[   91.498601] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494248	 flush-179:0
<6>[   91.498687] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494328	 flush-179:0
<6>[   91.498740] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494408	 flush-179:0
<6>[   91.498826] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494488	 flush-179:0
<6>[   91.498913] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494568	 flush-179:0
<6>[   91.498965] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494648	 flush-179:0
<6>[   91.499052] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494728	 flush-179:0
<6>[   91.499139] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494808	 flush-179:0
<6>[   91.499192] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494888	 flush-179:0
<6>[   91.499279] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26494968	 flush-179:0
<6>[   91.499369] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495048	 flush-179:0
<6>[   91.499461] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495128	 flush-179:0
<6>[   91.499547] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495208	 flush-179:0
<6>[   91.499601] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495288	 flush-179:0
<6>[   91.499688] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495368	 flush-179:0
<6>[   91.499775] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495448	 flush-179:0
<6>[   91.500054] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495528	 flush-179:0
<6>[   91.500144] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495608	 flush-179:0
<6>[   91.500233] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495688	 flush-179:0
<6>[   91.500287] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495768	 flush-179:0
<6>[   91.500374] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495848	 flush-179:0
<6>[   91.500460] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26495928	 flush-179:0
<6>[   91.500512] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496008	 flush-179:0
<6>[   91.500600] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496088	 flush-179:0
<6>[   91.500687] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496168	 flush-179:0
<6>[   91.500743] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496248	 flush-179:0
<6>[   91.500829] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496328	 flush-179:0
<6>[   91.500881] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496408	 flush-179:0
<6>[   91.500934] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496488	 flush-179:0
<6>[   91.501021] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496568	 flush-179:0
<6>[   91.501222] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496648	 flush-179:0
<6>[   91.501382] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496728	 flush-179:0
<6>[   91.501522] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496808	 flush-179:0
<6>[   91.501574] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496888	 flush-179:0
<6>[   91.501661] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26496968	 flush-179:0
<6>[   91.501749] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497048	 flush-179:0
<6>[   91.501801] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497128	 flush-179:0
<6>[   91.501888] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497208	 flush-179:0
<6>[   91.501974] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497288	 flush-179:0
<6>[   91.502032] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497368	 flush-179:0
<6>[   91.502119] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497448	 flush-179:0
<6>[   91.502206] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497528	 flush-179:0
<6>[   91.502259] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497608	 flush-179:0
<6>[   91.502346] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497688	 flush-179:0
<6>[   91.502433] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497768	 flush-179:0
<6>[   91.502486] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497848	 flush-179:0
<6>[   91.502573] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26497928	 flush-179:0
<6>[   91.502625] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498008	 flush-179:0
<6>[   91.502711] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498088	 flush-179:0
<6>[   91.502797] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498168	 flush-179:0
<6>[   91.502849] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498248	 flush-179:0
<6>[   91.502936] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498328	 flush-179:0
<6>[   91.503022] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498408	 flush-179:0
<6>[   91.503080] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498488	 flush-179:0
<6>[   91.503168] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498568	 flush-179:0
<6>[   91.503255] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498648	 flush-179:0
<6>[   91.503311] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498728	 flush-179:0
<6>[   91.503396] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498808	 flush-179:0
<6>[   91.503483] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498888	 flush-179:0
<6>[   91.503536] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26498968	 flush-179:0
<6>[   91.503624] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499048	 flush-179:0
<6>[   91.503710] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499128	 flush-179:0
<6>[   91.503763] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499208	 flush-179:0
<6>[   91.503850] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499288	 flush-179:0
<6>[   91.503902] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499368	 flush-179:0
<6>[   91.503990] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499448	 flush-179:0
<6>[   91.504077] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499528	 flush-179:0
<6>[   91.504134] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499608	 flush-179:0
<6>[   91.504222] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499688	 flush-179:0
<6>[   91.504648] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499768	 flush-179:0
<6>[   91.504701] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499848	 flush-179:0
<6>[   91.504787] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26499928	 flush-179:0
<6>[   91.505100] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500008	 flush-179:0
<6>[   91.505155] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500088	 flush-179:0
<6>[   91.505243] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500168	 flush-179:0
<6>[   91.505552] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500248	 flush-179:0
<6>[   91.505657] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500328	 flush-179:0
<6>[   91.505747] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500408	 flush-179:0
<6>[   91.505833] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500488	 flush-179:0
<6>[   91.505886] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500568	 flush-179:0
<6>[   91.505973] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500648	 flush-179:0
<6>[   91.506065] [udroid] 0/0/0, 1452920380	 8 1	 0 0	 179 28	 26500728	 flush-179:0
